Country,País,Year,Sector,%GDP,ISO3
Estonia,Estonia,2022,Government sector,0.18,EST
Ireland,Irlanda,2022,Government sector,0.03,IRL
Greece,Grecia,2022,Government sector,0.31,GRC
Spain,España,2022,Government sector,0.24,ESP
France,Francia,2022,Government sector,0.26,FRA
Croatia,Croacia,2022,Government sector,0.25,HRV
Italy,Italia,2022,Government sector,0.19,ITA
Cyprus,Chipre,2022,Government sector,0.04,CYP
Latvia,Letonia,2022,Government sector,0.14,LVA
Lithuania,Lituania,2022,Government sector,0.15,LTU
Luxembourg,Luxemburgo,2022,Government sector,0.27,LUX
Hungary,Hungría,2022,Government sector,0.17,HUN
Malta,Malta,2022,Government sector,0.01,MLT
Netherlands,Países Bajos,2022,Government sector,0.1,NLD
Austria,Austria,2022,Government sector,0.24,AUT
Poland,Polonia,2022,Government sector,0.03,POL
Portugal,Portugal,2022,Government sector,0.07,PRT
Romania,Rumanía,2022,Government sector,0.13,ROU
Slovenia,Eslovenia,2022,Government sector,0.33,SVN
Slovakia,Eslovaquia,2022,Government sector,0.17,SVK
Finland,Finlandia,2022,Government sector,0.22,FIN
Sweden,Suecia,2022,Government sector,0.15,SWE
Iceland,Islandia,2022,Government sector,0.07,ISL
Norway,Noruega,2022,Government sector,0.19,NOR
Switzerland,Suiza,2022,Government sector,0.03,CHE
North Macedonia,Macedonia del Norte,2022,Government sector,0.03,MKD
Serbia,Serbia,2022,Government sector,0.24,SRB
Türkiye,Turquía,2022,Government sector,0.06,TUR
United States,Estados Unidos,2022,Government sector,0.29,USA
China except Hong Kong,China (excepto Hong Kong),2022,Government sector,0.37,CHN
Japan,Japón,2022,Government sector,0.27,JPN
South Korea,Corea del Sur,2022,Government sector,0.45,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2023,Government sector,0.24,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2023,Government sector,0.26,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2023,Government sector,0.26,EMU
Belgium,Bélgica,2023,Government sector,0.31,BEL
Bulgaria,Bulgaria,2023,Government sector,0.23,BGR
Czechia,Chequia,2023,Government sector,0.29,CZE
Denmark,Dinamarca,2023,Government sector,0.09,DNK
Germany,Alemania,2023,Government sector,0.38,DEU
Estonia,Estonia,2023,Government sector,0.16,EST
Ireland,Irlanda,2023,Government sector,0.04,IRL
Greece,Grecia,2023,Government sector,0.31,GRC
Spain,España,2023,Government sector,0.27,ESP
France,Francia,2023,Government sector,0.25,FRA
Croatia,Croacia,2023,Government sector,0.24,HRV
Italy,Italia,2023,Government sector,0.19,ITA
Cyprus,Chipre,2023,Government sector,0.04,CYP
Latvia,Letonia,2023,Government sector,0.16,LVA
Lithuania,Lituania,2023,Government sector,0.16,LTU
Luxembourg,Luxemburgo,2023,Government sector,0.27,LUX
Hungary,Hungría,2023,Government sector,0.15,HUN
Malta,Malta,2023,Government sector,0.01,MLT
Netherlands,Países Bajos,2023,Government sector,0.1,NLD
Austria,Austria,2023,Government sector,0.25,AUT
Poland,Polonia,2023,Government sector,0.03,POL
Portugal,Portugal,2023,Government sector,0.08,PRT
Romania,Rumanía,2023,Government sector,0.14,ROU
Slovenia,Eslovenia,2023,Government sector,0.35,SVN
Slovakia,Eslovaquia,2023,Government sector,0.19,SVK
Finland,Finlandia,2023,Government sector,0.23,FIN
Sweden,Suecia,2023,Government sector,0.15,SWE
Iceland,Islandia,2023,Government sector,0.06,ISL
Norway,Noruega,2023,Government sector,0.22,NOR
Serbia,Serbia,2023,Government sector,0.23,SRB
European Union - 27 countries (from 2020),Unión Europea (27 países),2012,Higher education sector,0.47,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2012,Higher education sector,0.46,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2012,Higher education sector,0.46,EMU
Belgium,Bélgica,2012,Higher education sector,0.48,BEL
Bulgaria,Bulgaria,2012,Higher education sector,0.05,BGR
Czechia,Chequia,2012,Higher education sector,0.48,CZE
Denmark,Dinamarca,2012,Higher education sector,0.94,DNK
Germany,Alemania,2012,Higher education sector,0.5,DEU
Estonia,Estonia,2012,Higher education sector,0.68,EST
Ireland,Irlanda,2012,Higher education sector,0.36,IRL
Greece,Grecia,2012,Higher education sector,0.29,GRC
Spain,España,2012,Higher education sector,0.36,ESP
France,Francia,2012,Higher education sector,0.46,FRA
Croatia,Croacia,2012,Higher education sector,0.2,HRV
Italy,Italia,2012,Higher education sector,0.35,ITA
Cyprus,Chipre,2012,Higher education sector,0.24,CYP
Latvia,Letonia,2012,Higher education sector,0.35,LVA
Lithuania,Lituania,2012,Higher education sector,0.48,LTU
Luxembourg,Luxemburgo,2012,Higher education sector,0.2,LUX
Hungary,Hungría,2012,Higher education sector,0.23,HUN
Malta,Malta,2012,Higher education sector,0.28,MLT
Netherlands,Países Bajos,2012,Higher education sector,0.6,NLD
Austria,Austria,2012,Higher education sector,0.72,AUT
Poland,Polonia,2012,Higher education sector,0.3,POL
Portugal,Portugal,2012,Higher education sector,0.5,PRT
Romania,Rumanía,2012,Higher education sector,0.09,ROU
Slovenia,Eslovenia,2012,Higher education sector,0.29,SVN
Slovakia,Eslovaquia,2012,Higher education sector,0.27,SVK
Finland,Finlandia,2012,Higher education sector,0.74,FIN
Sweden,Suecia,2012,Higher education sector,0.88,SWE
Norway,Noruega,2012,Higher education sector,0.5,NOR
Switzerland,Suiza,2012,Higher education sector,0.81,CHE
United Kingdom,Reino Unido,2012,Higher education sector,0.42,GBR
Bosnia and Herzegovina,Bosnia y Herzegovina,2012,Higher education sector,0.07,BIH
Serbia,Serbia,2012,Higher education sector,0.38,SRB
Türkiye,Turquía,2012,Higher education sector,0.36,TUR
Russia,Rusia,2012,Higher education sector,0.1,RUS
United States,Estados Unidos,2012,Higher education sector,0.37,USA
China except Hong Kong,China (excepto Hong Kong),2012,Higher education sector,0.14,CHN
Japan,Japón,2012,Higher education sector,0.42,JPN
South Korea,Corea del Sur,2012,Higher education sector,0.35,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2013,Higher education sector,0.48,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2013,Higher education sector,0.47,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2013,Higher education sector,0.47,EMU
Belgium,Bélgica,2013,Higher education sector,0.5,BEL
Bulgaria,Bulgaria,2013,Higher education sector,0.05,BGR
Czechia,Chequia,2013,Higher education sector,0.51,CZE
Denmark,Dinamarca,2013,Higher education sector,1.0,DNK
Germany,Alemania,2013,Higher education sector,0.5,DEU
Estonia,Estonia,2013,Higher education sector,0.72,EST
Ireland,Irlanda,2013,Higher education sector,0.36,IRL
Greece,Grecia,2013,Higher education sector,0.31,GRC
Spain,España,2013,Higher education sector,0.36,ESP
France,Francia,2013,Higher education sector,0.47,FRA
Croatia,Croacia,2013,Higher education sector,0.19,HRV
Italy,Italia,2013,Higher education sector,0.37,ITA
Cyprus,Chipre,2013,Higher education sector,0.26,CYP
Latvia,Letonia,2013,Higher education sector,0.27,LVA
Lithuania,Lituania,2013,Higher education sector,0.52,LTU
Luxembourg,Luxemburgo,2013,Higher education sector,0.23,LUX
Hungary,Hungría,2013,Higher education sector,0.2,HUN
Malta,Malta,2013,Higher education sector,0.28,MLT
Netherlands,Países Bajos,2013,Higher education sector,0.61,NLD
Austria,Austria,2013,Higher education sector,0.72,AUT
Poland,Polonia,2013,Higher education sector,0.26,POL
Portugal,Portugal,2013,Higher education sector,0.59,PRT
Romania,Rumanía,2013,Higher education sector,0.08,ROU
Slovenia,Eslovenia,2013,Higher education sector,0.27,SVN
Slovakia,Eslovaquia,2013,Higher education sector,0.27,SVK
Finland,Finlandia,2013,Higher education sector,0.71,FIN
Sweden,Suecia,2013,Higher education sector,0.89,SWE
Iceland,Islandia,2013,Higher education sector,0.63,ISL
Norway,Noruega,2013,Higher education sector,0.52,NOR
United Kingdom,Reino Unido,2013,Higher education sector,0.43,GBR
Bosnia and Herzegovina,Bosnia y Herzegovina,2013,Higher education sector,0.11,BIH
Montenegro,Montenegro,2013,Higher education sector,0.12,MNE
Serbia,Serbia,2013,Higher education sector,0.35,SRB
Türkiye,Turquía,2013,Higher education sector,0.34,TUR
Russia,Rusia,2013,Higher education sector,0.09,RUS
United States,Estados Unidos,2013,Higher education sector,0.36,USA
China except Hong Kong,China (excepto Hong Kong),2013,Higher education sector,0.14,CHN
Japan,Japón,2013,Higher education sector,0.44,JPN
South Korea,Corea del Sur,2013,Higher education sector,0.35,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2014,Higher education sector,0.48,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2014,Higher education sector,0.46,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2014,Higher education sector,0.46,EMU
Belgium,Bélgica,2014,Higher education sector,0.49,BEL
Bulgaria,Bulgaria,2014,Higher education sector,0.07,BGR
Czechia,Chequia,2014,Higher education sector,0.49,CZE
Denmark,Dinamarca,2014,Higher education sector,0.98,DNK
Germany,Alemania,2014,Higher education sector,0.5,DEU
Estonia,Estonia,2014,Higher education sector,0.62,EST
Ireland,Irlanda,2014,Higher education sector,0.36,IRL
Greece,Grecia,2014,Higher education sector,0.31,GRC
Spain,España,2014,Higher education sector,0.35,ESP
France,Francia,2014,Higher education sector,0.46,FRA
Croatia,Croacia,2014,Higher education sector,0.2,HRV
Italy,Italia,2014,Higher education sector,0.36,ITA
Cyprus,Chipre,2014,Higher education sector,0.25,CYP
Latvia,Letonia,2014,Higher education sector,0.29,LVA
Lithuania,Lituania,2014,Higher education sector,0.54,LTU
Luxembourg,Luxemburgo,2014,Higher education sector,0.21,LUX
Hungary,Hungría,2014,Higher education sector,0.18,HUN
Malta,Malta,2014,Higher education sector,0.24,MLT
Netherlands,Países Bajos,2014,Higher education sector,0.63,NLD
Austria,Austria,2014,Higher education sector,0.74,AUT
Poland,Polonia,2014,Higher education sector,0.28,POL
Portugal,Portugal,2014,Higher education sector,0.59,PRT
Romania,Rumanía,2014,Higher education sector,0.06,ROU
Slovenia,Eslovenia,2014,Higher education sector,0.25,SVN
Slovakia,Eslovaquia,2014,Higher education sector,0.3,SVK
Finland,Finlandia,2014,Higher education sector,0.72,FIN
Sweden,Suecia,2014,Higher education sector,0.91,SWE
Iceland,Islandia,2014,Higher education sector,0.64,ISL
Norway,Noruega,2014,Higher education sector,0.53,NOR
Switzerland,Suiza,2014,Higher education sector,0.85,CHE
United Kingdom,Reino Unido,2014,Higher education sector,0.42,GBR
Bosnia and Herzegovina,Bosnia y Herzegovina,2014,Higher education sector,0.16,BIH
Montenegro,Montenegro,2014,Higher education sector,0.14,MNE
Serbia,Serbia,2014,Higher education sector,0.32,SRB
Türkiye,Turquía,2014,Higher education sector,0.35,TUR
Russia,Rusia,2014,Higher education sector,0.1,RUS
United States,Estados Unidos,2014,Higher education sector,0.35,USA
China except Hong Kong,China (excepto Hong Kong),2014,Higher education sector,0.14,CHN
Japan,Japón,2014,Higher education sector,0.42,JPN
South Korea,Corea del Sur,2014,Higher education sector,0.35,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2015,Higher education sector,0.47,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2015,Higher education sector,0.46,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2015,Higher education sector,0.46,EMU
Belgium,Bélgica,2015,Higher education sector,0.49,BEL
Bulgaria,Bulgaria,2015,Higher education sector,0.05,BGR
Czechia,Chequia,2015,Higher education sector,0.47,CZE
Denmark,Dinamarca,2015,Higher education sector,1.04,DNK
Germany,Alemania,2015,Higher education sector,0.5,DEU
Estonia,Estonia,2015,Higher education sector,0.6,EST
Ireland,Irlanda,2015,Higher education sector,0.27,IRL
Greece,Grecia,2015,Higher education sector,0.37,GRC
Spain,España,2015,Higher education sector,0.34,ESP
France,Francia,2015,Higher education sector,0.46,FRA
Croatia,Croacia,2015,Higher education sector,0.2,HRV
Italy,Italia,2015,Higher education sector,0.34,ITA
Cyprus,Chipre,2015,Higher education sector,0.24,CYP
Latvia,Letonia,2015,Higher education sector,0.32,LVA
Lithuania,Lituania,2015,Higher education sector,0.58,LTU
Luxembourg,Luxemburgo,2015,Higher education sector,0.23,LUX
Hungary,Hungría,2015,Higher education sector,0.16,HUN
Malta,Malta,2015,Higher education sector,0.22,MLT
Netherlands,Países Bajos,2015,Higher education sector,0.63,NLD
Austria,Austria,2015,Higher education sector,0.72,AUT
Poland,Polonia,2015,Higher education sector,0.29,POL
Portugal,Portugal,2015,Higher education sector,0.57,PRT
Romania,Rumanía,2015,Higher education sector,0.09,ROU
Slovenia,Eslovenia,2015,Higher education sector,0.23,SVN
Slovakia,Eslovaquia,2015,Higher education sector,0.51,SVK
Finland,Finlandia,2015,Higher education sector,0.7,FIN
Sweden,Suecia,2015,Higher education sector,0.87,SWE
Iceland,Islandia,2015,Higher education sector,0.64,ISL
Norway,Noruega,2015,Higher education sector,0.6,NOR
Switzerland,Suiza,2015,Higher education sector,0.88,CHE
United Kingdom,Reino Unido,2015,Higher education sector,0.42,GBR
Montenegro,Montenegro,2015,Higher education sector,0.17,MNE
North Macedonia,Macedonia del Norte,2015,Higher education sector,0.3,MKD
Serbia,Serbia,2015,Higher education sector,0.32,SRB
Türkiye,Turquía,2015,Higher education sector,0.4,TUR
Russia,Rusia,2015,Higher education sector,0.11,RUS
United States,Estados Unidos,2015,Higher education sector,0.35,USA
China except Hong Kong,China (excepto Hong Kong),2015,Higher education sector,0.14,CHN
Japan,Japón,2015,Higher education sector,0.4,JPN
South Korea,Corea del Sur,2015,Higher education sector,0.34,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2016,Higher education sector,0.47,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2016,Higher education sector,0.46,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2016,Higher education sector,0.46,EMU
Belgium,Bélgica,2016,Higher education sector,0.54,BEL
Bulgaria,Bulgaria,2016,Higher education sector,0.04,BGR
Czechia,Chequia,2016,Higher education sector,0.34,CZE
Denmark,Dinamarca,2016,Higher education sector,1.0,DNK
Germany,Alemania,2016,Higher education sector,0.52,DEU
Estonia,Estonia,2016,Higher education sector,0.43,EST
Ireland,Irlanda,2016,Higher education sector,0.27,IRL
Greece,Grecia,2016,Higher education sector,0.32,GRC
Spain,España,2016,Higher education sector,0.32,ESP
France,Francia,2016,Higher education sector,0.46,FRA
Croatia,Croacia,2016,Higher education sector,0.28,HRV
Italy,Italia,2016,Higher education sector,0.33,ITA
Cyprus,Chipre,2016,Higher education sector,0.21,CYP
Latvia,Letonia,2016,Higher education sector,0.2,LVA
Lithuania,Lituania,2016,Higher education sector,0.33,LTU
Luxembourg,Luxemburgo,2016,Higher education sector,0.24,LUX
Hungary,Hungría,2016,Higher education sector,0.13,HUN
Malta,Malta,2016,Higher education sector,0.2,MLT
Netherlands,Países Bajos,2016,Higher education sector,0.6,NLD
Austria,Austria,2016,Higher education sector,0.7,AUT
Poland,Polonia,2016,Higher education sector,0.3,POL
Portugal,Portugal,2016,Higher education sector,0.57,PRT
Romania,Rumanía,2016,Higher education sector,0.06,ROU
Slovenia,Eslovenia,2016,Higher education sector,0.22,SVN
Slovakia,Eslovaquia,2016,Higher education sector,0.22,SVK
Finland,Finlandia,2016,Higher education sector,0.69,FIN
Sweden,Suecia,2016,Higher education sector,0.87,SWE
Iceland,Islandia,2016,Higher education sector,0.65,ISL
Norway,Noruega,2016,Higher education sector,0.66,NOR
United Kingdom,Reino Unido,2016,Higher education sector,0.4,GBR
Montenegro,Montenegro,2016,Higher education sector,0.19,MNE
North Macedonia,Macedonia del Norte,2016,Higher education sector,0.27,MKD
Serbia,Serbia,2016,Higher education sector,0.29,SRB
Türkiye,Turquía,2016,Higher education sector,0.48,TUR
United States,Estados Unidos,2016,Higher education sector,0.36,USA
China except Hong Kong,China (excepto Hong Kong),2016,Higher education sector,0.14,CHN
Japan,Japón,2016,Higher education sector,0.38,JPN
South Korea,Corea del Sur,2016,Higher education sector,0.35,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2017,Higher education sector,0.46,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2017,Higher education sector,0.45,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2017,Higher education sector,0.45,EMU
Belgium,Bélgica,2017,Higher education sector,0.53,BEL
Bulgaria,Bulgaria,2017,Higher education sector,0.04,BGR
Czechia,Chequia,2017,Higher education sector,0.34,CZE
Denmark,Dinamarca,2017,Higher education sector,0.98,DNK
Germany,Alemania,2017,Higher education sector,0.52,DEU
Estonia,Estonia,2017,Higher education sector,0.5,EST
Ireland,Irlanda,2017,Higher education sector,0.26,IRL
Greece,Grecia,2017,Higher education sector,0.33,GRC
Spain,España,2017,Higher education sector,0.33,ESP
France,Francia,2017,Higher education sector,0.45,FRA
Croatia,Croacia,2017,Higher education sector,0.25,HRV
Italy,Italia,2017,Higher education sector,0.32,ITA
Cyprus,Chipre,2017,Higher education sector,0.22,CYP
Latvia,Letonia,2017,Higher education sector,0.25,LVA
Lithuania,Lituania,2017,Higher education sector,0.32,LTU
Luxembourg,Luxemburgo,2017,Higher education sector,0.25,LUX
Hungary,Hungría,2017,Higher education sector,0.17,HUN
Malta,Malta,2017,Higher education sector,0.18,MLT
Netherlands,Países Bajos,2017,Higher education sector,0.6,NLD
Austria,Austria,2017,Higher education sector,0.69,AUT
Poland,Polonia,2017,Higher education sector,0.34,POL
Portugal,Portugal,2017,Higher education sector,0.56,PRT
Romania,Rumanía,2017,Higher education sector,0.05,ROU
Slovenia,Eslovenia,2017,Higher education sector,0.21,SVN
Slovakia,Eslovaquia,2017,Higher education sector,0.22,SVK
Finland,Finlandia,2017,Higher education sector,0.7,FIN
Sweden,Suecia,2017,Higher education sector,0.85,SWE
Iceland,Islandia,2017,Higher education sector,0.66,ISL
Norway,Noruega,2017,Higher education sector,0.7,NOR
Switzerland,Suiza,2017,Higher education sector,0.91,CHE
United Kingdom,Reino Unido,2017,Higher education sector,0.4,GBR
Montenegro,Montenegro,2017,Higher education sector,0.17,MNE
North Macedonia,Macedonia del Norte,2017,Higher education sector,0.22,MKD
Serbia,Serbia,2017,Higher education sector,0.3,SRB
Türkiye,Turquía,2017,Higher education sector,0.5,TUR
Russia,Rusia,2017,Higher education sector,0.1,RUS
United States,Estados Unidos,2017,Higher education sector,0.36,USA
China except Hong Kong,China (excepto Hong Kong),2017,Higher education sector,0.15,CHN
Japan,Japón,2017,Higher education sector,0.38,JPN
South Korea,Corea del Sur,2017,Higher education sector,0.35,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2018,Higher education sector,0.47,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2018,Higher education sector,0.46,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2018,Higher education sector,0.46,EMU
Belgium,Bélgica,2018,Higher education sector,0.53,BEL
Bulgaria,Bulgaria,2018,Higher education sector,0.04,BGR
Czechia,Chequia,2018,Higher education sector,0.4,CZE
Denmark,Dinamarca,2018,Higher education sector,1.0,DNK
Germany,Alemania,2018,Higher education sector,0.54,DEU
Estonia,Estonia,2018,Higher education sector,0.62,EST
Ireland,Irlanda,2018,Higher education sector,0.21,IRL
Greece,Grecia,2018,Higher education sector,0.34,GRC
Spain,España,2018,Higher education sector,0.33,ESP
France,Francia,2018,Higher education sector,0.45,FRA
Croatia,Croacia,2018,Higher education sector,0.3,HRV
Italy,Italia,2018,Higher education sector,0.32,ITA
Cyprus,Chipre,2018,Higher education sector,0.24,CYP
Latvia,Letonia,2018,Higher education sector,0.35,LVA
Lithuania,Lituania,2018,Higher education sector,0.33,LTU
Luxembourg,Luxemburgo,2018,Higher education sector,0.24,LUX
Hungary,Hungría,2018,Higher education sector,0.19,HUN
Malta,Malta,2018,Higher education sector,0.2,MLT
Netherlands,Países Bajos,2018,Higher education sector,0.58,NLD
Austria,Austria,2018,Higher education sector,0.7,AUT
Poland,Polonia,2018,Higher education sector,0.38,POL
Portugal,Portugal,2018,Higher education sector,0.56,PRT
Romania,Rumanía,2018,Higher education sector,0.05,ROU
Slovenia,Eslovenia,2018,Higher education sector,0.23,SVN
Slovakia,Eslovaquia,2018,Higher education sector,0.2,SVK
Finland,Finlandia,2018,Higher education sector,0.7,FIN
Sweden,Suecia,2018,Higher education sector,0.85,SWE
Iceland,Islandia,2018,Higher education sector,0.63,ISL
Norway,Noruega,2018,Higher education sector,0.7,NOR
United Kingdom,Reino Unido,2018,Higher education sector,0.41,GBR
Montenegro,Montenegro,2018,Higher education sector,0.17,MNE
North Macedonia,Macedonia del Norte,2018,Higher education sector,0.21,MKD
Serbia,Serbia,2018,Higher education sector,0.29,SRB
Türkiye,Turquía,2018,Higher education sector,0.5,TUR
Russia,Rusia,2018,Higher education sector,0.1,RUS
United States,Estados Unidos,2018,Higher education sector,0.36,USA
China except Hong Kong,China (excepto Hong Kong),2018,Higher education sector,0.16,CHN
Japan,Japón,2018,Higher education sector,0.37,JPN
South Korea,Corea del Sur,2018,Higher education sector,0.35,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2019,Higher education sector,0.47,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2019,Higher education sector,0.46,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2019,Higher education sector,0.46,EMU
Belgium,Bélgica,2019,Higher education sector,0.53,BEL
Bulgaria,Bulgaria,2019,Higher education sector,0.06,BGR
Czechia,Chequia,2019,Higher education sector,0.41,CZE
Denmark,Dinamarca,2019,Higher education sector,1.01,DNK
Germany,Alemania,2019,Higher education sector,0.54,DEU
Estonia,Estonia,2019,Higher education sector,0.56,EST
Ireland,Irlanda,2019,Higher education sector,0.2,IRL
Greece,Grecia,2019,Higher education sector,0.39,GRC
Spain,España,2019,Higher education sector,0.33,ESP
France,Francia,2019,Higher education sector,0.44,FRA
Croatia,Croacia,2019,Higher education sector,0.35,HRV
Italy,Italia,2019,Higher education sector,0.33,ITA
Cyprus,Chipre,2019,Higher education sector,0.27,CYP
Latvia,Letonia,2019,Higher education sector,0.36,LVA
Lithuania,Lituania,2019,Higher education sector,0.36,LTU
Luxembourg,Luxemburgo,2019,Higher education sector,0.26,LUX
Hungary,Hungría,2019,Higher education sector,0.21,HUN
Malta,Malta,2019,Higher education sector,0.2,MLT
Netherlands,Países Bajos,2019,Higher education sector,0.59,NLD
Austria,Austria,2019,Higher education sector,0.69,AUT
Poland,Polonia,2019,Higher education sector,0.47,POL
Portugal,Portugal,2019,Higher education sector,0.56,PRT
Romania,Rumanía,2019,Higher education sector,0.05,ROU
Slovenia,Eslovenia,2019,Higher education sector,0.24,SVN
Slovakia,Eslovaquia,2019,Higher education sector,0.21,SVK
Finland,Finlandia,2019,Higher education sector,0.71,FIN
Sweden,Suecia,2019,Higher education sector,0.8,SWE
Iceland,Islandia,2019,Higher education sector,0.66,ISL
Norway,Noruega,2019,Higher education sector,0.73,NOR
Switzerland,Suiza,2019,Higher education sector,0.92,CHE
United Kingdom,Reino Unido,2019,Higher education sector,0.41,GBR
Bosnia and Herzegovina,Bosnia y Herzegovina,2019,Higher education sector,0.11,BIH
Montenegro,Montenegro,2019,Higher education sector,0.13,MNE
North Macedonia,Macedonia del Norte,2019,Higher education sector,0.23,MKD
Serbia,Serbia,2019,Higher education sector,0.29,SRB
Türkiye,Turquía,2019,Higher education sector,0.51,TUR
Russia,Rusia,2019,Higher education sector,0.11,RUS
United States,Estados Unidos,2019,Higher education sector,0.36,USA
China except Hong Kong,China (excepto Hong Kong),2019,Higher education sector,0.18,CHN
Japan,Japón,2019,Higher education sector,0.38,JPN
South Korea,Corea del Sur,2019,Higher education sector,0.36,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2020,Higher education sector,0.5,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2020,Higher education sector,0.49,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2020,Higher education sector,0.49,EMU
Belgium,Bélgica,2020,Higher education sector,0.56,BEL
Bulgaria,Bulgaria,2020,Higher education sector,0.05,BGR
Czechia,Chequia,2020,Higher education sector,0.42,CZE
Denmark,Dinamarca,2020,Higher education sector,1.03,DNK
Germany,Alemania,2020,Higher education sector,0.58,DEU
Estonia,Estonia,2020,Higher education sector,0.58,EST
Ireland,Irlanda,2020,Higher education sector,0.19,IRL
Greece,Grecia,2020,Higher education sector,0.47,GRC
Spain,España,2020,Higher education sector,0.37,ESP
France,Francia,2020,Higher education sector,0.47,FRA
Croatia,Croacia,2020,Higher education sector,0.4,HRV
Italy,Italia,2020,Higher education sector,0.35,ITA
Cyprus,Chipre,2020,Higher education sector,0.3,CYP
Latvia,Letonia,2020,Higher education sector,0.36,LVA
Lithuania,Lituania,2020,Higher education sector,0.42,LTU
Luxembourg,Luxemburgo,2020,Higher education sector,0.27,LUX
Hungary,Hungría,2020,Higher education sector,0.2,HUN
Malta,Malta,2020,Higher education sector,0.21,MLT
Netherlands,Países Bajos,2020,Higher education sector,0.63,NLD
Austria,Austria,2020,Higher education sector,0.72,AUT
Poland,Polonia,2020,Higher education sector,0.48,POL
Portugal,Portugal,2020,Higher education sector,0.58,PRT
Romania,Rumanía,2020,Higher education sector,0.04,ROU
Slovenia,Eslovenia,2020,Higher education sector,0.26,SVN
Slovakia,Eslovaquia,2020,Higher education sector,0.23,SVK
Finland,Finlandia,2020,Higher education sector,0.72,FIN
Sweden,Suecia,2020,Higher education sector,0.81,SWE
Iceland,Islandia,2020,Higher education sector,0.71,ISL
Norway,Noruega,2020,Higher education sector,0.75,NOR
Bosnia and Herzegovina,Bosnia y Herzegovina,2020,Higher education sector,0.11,BIH
North Macedonia,Macedonia del Norte,2020,Higher education sector,0.24,MKD
Serbia,Serbia,2020,Higher education sector,0.27,SRB
Türkiye,Turquía,2020,Higher education sector,0.53,TUR
United States,Estados Unidos,2020,Higher education sector,0.38,USA
China except Hong Kong,China (excepto Hong Kong),2020,Higher education sector,0.19,CHN
Japan,Japón,2020,Higher education sector,0.38,JPN
South Korea,Corea del Sur,2020,Higher education sector,0.41,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2021,Higher education sector,0.49,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2021,Higher education sector,0.48,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2021,Higher education sector,0.48,EMU
Belgium,Bélgica,2021,Higher education sector,0.55,BEL
Bulgaria,Bulgaria,2021,Higher education sector,0.05,BGR
Czechia,Chequia,2021,Higher education sector,0.39,CZE
Denmark,Dinamarca,2021,Higher education sector,0.94,DNK
Germany,Alemania,2021,Higher education sector,0.56,DEU
Estonia,Estonia,2021,Higher education sector,0.59,EST
Ireland,Irlanda,2021,Higher education sector,0.17,IRL
Greece,Grecia,2021,Higher education sector,0.43,GRC
Spain,España,2021,Higher education sector,0.37,ESP
France,Francia,2021,Higher education sector,0.45,FRA
Croatia,Croacia,2021,Higher education sector,0.4,HRV
Italy,Italia,2021,Higher education sector,0.34,ITA
Cyprus,Chipre,2021,Higher education sector,0.3,CYP
Latvia,Letonia,2021,Higher education sector,0.34,LVA
Lithuania,Lituania,2021,Higher education sector,0.39,LTU
Luxembourg,Luxemburgo,2021,Higher education sector,0.26,LUX
Hungary,Hungría,2021,Higher education sector,0.23,HUN
Malta,Malta,2021,Higher education sector,0.21,MLT
Netherlands,Países Bajos,2021,Higher education sector,0.63,NLD
Austria,Austria,2021,Higher education sector,0.75,AUT
Poland,Polonia,2021,Higher education sector,0.49,POL
Portugal,Portugal,2021,Higher education sector,0.56,PRT
Romania,Rumanía,2021,Higher education sector,0.04,ROU
